mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf,param_clf__max_depth,param_clf__max_leaf_nodes,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_select__k,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
27.13088782628377,9.815949122111002,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=25,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d187cc7e0>,
           verbose=0, warm_start=False)",4,25,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,0.3578371655520172,0.45770930804087534,0.008699331532812328,0.0022723447951962703
28.16816322008769,9.707913001378378,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=30,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d190f07e0>,
           verbose=0, warm_start=False)",4,30,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,0.7343487605008266,0.4116272170752733,0.008699331532812328,0.0022723447951962703
29.356671969095867,9.586472908655802,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=35,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d0b5706c0>,
           verbose=0, warm_start=False)",4,35,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,0.8616154925548759,0.654901592765615,0.008699331532812328,0.0022723447951962703
30.722706874211628,11.413320223490397,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=40,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d18b12630>,
           verbose=0, warm_start=False)",4,40,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,0.6795031745981439,0.43980762202535684,0.008699331532812328,0.0022723447951962703
38.60459979375204,10.575345277786255,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=45,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d0a2fd6c0>,
           verbose=0, warm_start=False)",4,45,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,2.357772986563234,1.2125744947057713,0.008699331532812328,0.0022723447951962703
34.27003828684489,9.920858780543009,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=50,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d07836480>,
           verbose=0, warm_start=False)",4,50,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,3.2619310914802404,1.6862876000346712,0.008699331532812328,0.0022723447951962703
31.17974543571472,9.195631901423136,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=55,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d06ca4240>,
           verbose=0, warm_start=False)",4,55,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,1.149329143719838,2.4096899098812976,0.008699331532812328,0.0022723447951962703
31.713389952977497,9.510154803593954,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=60,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d0a111870>,
           verbose=0, warm_start=False)",4,60,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,1.8227226720837562,0.8997104421546707,0.008699331532812328,0.0022723447951962703
33.927351792653404,8.07794721921285,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=65,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d078363f0>,
           verbose=0, warm_start=False)",4,65,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,2.263307260358142,2.96600683947839,0.008699331532812328,0.0022723447951962703
34.46141799290975,7.754260540008545,0.9356435643564357,0.9767945366723912,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=4, max_features='log2', max_leaf_nodes=70,
           min_impurity_split=1e-05, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           n_estimators=600, n_jobs=-1, oob_score=False,
           random_state=<mtrand.RandomState object at 0x7f3d06997990>,
           verbose=0, warm_start=False)",4,70,1,2,600,411500,170,0.9444444444444444,0.9767657992565055,0.9386617100371747,0.9795918367346939,0.9237918215613383,0.974025974025974,1.6822741667203838,2.452837162947703,0.008699331532812328,0.0022723447951962703
